kr,en
이것들이 다 무엇인가요? 엄청나게 무거워 보이는데요?,What are all these? They look really heavy.
협력회사 사원들에게 줄 선물입니다. 교육에 참석한 사람들에게 하나씩 나누어주세요.,They are gifts to give out to the employees of our partner company. Please give them to the people who took part in the training.
3일 이내에 방문하신다고 하셨습니다. 이르면 내일 방문 할 것입니다.,He told me he'd make a visit within 3 days. He will be here tomorrow at the earliest.
내일 출장지인 자회사에 대한 기본적인 정보들입니다.,They are basic information about the affiliated company you are going for a meeting tomorrow.
그분은 누구죠? 아직 연락받은 건 따로 없습니다.,"Who is that? No, I didn't get any messages."
출장에서 필요한 서류작업은 다 끝났나요?,Are you done with the paper works for the business trip?
이번 출장을 위한 비자는 어떻게 되었나요?,How is the visa going for the business trip?
아마 다 준비되었을 듯합니다. 그래도 한번 알아보겠습니다.,I'm assuming they did. But I'll double check.
네. 저번 주에 왕복권으로 구매하였습니다.,Yes. I bought round trip tickets last week.
중국에서 있을 미팅 때 통역자가 따로 있나요?,Is there a separate interpreter for the meeting in China?
그럼 번역에 대해 걱정은 하지 않아도 되겠군요?,"Then we won't have to worry about translation, right?"
이 자료 좀 검토해 주실 수 있나요?,Can you please review this material?
해외 출장 일정표 다 작성하셨나요?,Did you fill out the schedule for the overseas business meeting?
팀장님께 여쭤봐야 할 부분이 있어서 아직 작성 중입니다.,"I have something to ask our team director, so I'm still working on it."
"간염, 파상풍, 콜레라 예방접종은 필수항목입니다. 6월 11일까지 접종 완료해 주세요.","The mandatory ones are hepatitis, tetanus and cholera. Please make sure to get them by June 11."
그렇군요. 제가 유심칩 구매 비용을 지급해야 하나요?,I see. Do I need to pay for the USIM chips?
"아니요, 회사 경비로 구매하니 신경 쓰지 않으셔도 됩니다.","No, It will be bought with the corporate expense, so you don't need to worry about that."
물론이죠. 결제는 어떻게 하면 될까요?,Sure. How should I make the payment?
알겠습니다. 예상 경비를 짜는 것이 생각보다 어렵네요.,Okay. It's harder to make an estimation of the expenses than I thought.
출장은 잘 다녀오셨나요? 출장경비명세서와 영수증을 제출하세요.,How was your business trip? Please hand in the bills for the travel expenses and receipts.
"부장님, 이사님께 결재 먼저 받고 회계팀에 제출하시면 됩니다.","You need to get an approval from the director and executive director first, and then submit them to the accounting team."
"네, 일주일 안으로 작성해서 제출하겠습니다.","Okay, I'll do that in a week."
"안녕하세요, 저는 홍보팀 직원입니다. 여쭤볼 게 있는데요.","Hello, I'm an employee from the promotion team and I have a question."
물론이죠. 항목별로 하나씩 채우면 됩니다. 너무 걱정하지 마세요.,Sure. You just need to fill out the categories one by one. Don't worry too much.
혹시 출장 경비에 대한 제한이 있나요?,Is there a restriction on travel expenses?
현금과 신용카드 사용 후 영수증은 꼭 챙겨주세요.,"After using cash or card, don't forget to take the receipts."
감사합니다. 항공권 예매가 완료되면 알려 드리겠습니다.,Thank you. I'll let you know once the booking is completed.
이번 출장을 위한 경비를 현금으로 받았는데 좀 모자랄 것 같아요.,"I received the expenses for the business trip in cash, but I think it's not going to be enough."
항공권 예매를 하려고 하는데 생각보다 비싸군요.,"I'm trying to book a flight ticket, and it's more expensive than I thought."
내용이 같아도 각자 따로 제출해 주시기 바랍니다.,"Even though you all have the same details, please hand them in separately."
거의 완벽하게 준비되었습니다. 혹시 출장 비용은 언제 받을 수 있나요?,It's almost perfect. When can I get the travel expenses?
이미 여쭤봤는데 회계팀에 다시 여쭤봐야 할 것 같아요.,"I asked him already, but I think I should ask the accounting team again."
"6/12부터 7일 동안 홍콩으로 떠나는 출장인데, 인천국제공항까지 가는 교통비는 제 부담인가요?","I'm going to Hong Kong for 7 days from June 12, and do I need to pay for the transportation to the Incheon International Airport?"
제가 보험회사에 문의해야 하나요?,Do I need to make an inquiry to the insurance company?
그렇군요. 추가 요금을 지급한 영수증을 제출해 주세요.,I see. Please submit the receipt for that extra cost.
그럼 그분께 이 예상 출장 경비 명세서를 전달해 주세요.,Then please hand this bill for the estimated travel expenses over to him.
"네, 아무 탈 없이 잘 다녀왔습니다.","Yes, we came back safely."
출장지에서 휴대폰은 로밍하셔서 사용하시면 됩니다.,You can use the roaming service of the mobile phone during the business trip.
다음 달에 출시될 신제품의 홍보방법에 대해 논의할 것입니다.,We will discuss the promotion methods for the new product that will be launched next month.
좋은 아이디어네요. 좀 더 자세히 말씀해주실 수 있을까요?,That's a good idea. Can you tell us about it in more detail?
"네, 모든 직원이 받은 것 같네요.","Yes, I think everyone has received them."
왜 감소하는 추세를 보인다고 생각하세요?,Why do you think it's declining?
"2시간 정도 걸릴 것으로 예상하며, 오후 5시쯤 끝날 거에요.",I think it will take about 2 hours so it will finish after 5 p.m.
"네, 보내드릴게요. 이메일 주소가 어떻게 되세요?","Sure, I'll do that. What is your email address?"
좋은 계획이군요. SM 디자인 회사의 실력은 훌륭하다고 하던데요.,Good plan. I heard the SM design company is really skillful. 
"네, 좋은 생각입니다. 마케팅팀에게 계획을 세우라고 전달할게요.","Yes, that's a good idea. I will tell the marketing team to make a plan."
영업전략에 대해 논의하고자 합니다.,I want to discuss the business strategy.
"맞아요, 우리는 직원을 추가로 더 채용해야 해요.","Yes, we need to recruit more employees."
전적으로 동의합니다.,I completely agree with what you say.
다음 주 수요일 오전 11시에 대형 회의실을 예약할 수 있을까요?,Can I reserve the large conference room on Wednesday next week at 11 a.m?
오늘 수익 감소의 원인을 알아보기 위해 모였습니다.,We have gathered today to examine the cause of the declining profit. 
시작하기 전에 지난 회의에 관한 다른 의견은 없나요?,"Before we begin, are there any comments about the previous meeting?"
일어나기 전에 다음 미팅 일정을 정해볼까요?,"Before we finish up, shall we confirm our schedule for the next meeting?"
새로운 마케팅 전략이 필요하다고 생각합니다.,I think we need a new marketing strategy.
이건 저희에게 더할 나위 없이 좋은 기회처럼 보입니다.,I think it's the best opportunity for us.
이 제휴는 우리 두 회사가 장기적으로 시장 지배를 공고히 할 수 있는 토대를 마련하게 될 것입니다.,This partnership will become the steppingstone for our 2 companies to conquer the market on a long-term basis.
그럴 수는 없을 것 같아요.,I don't think that's possible.
제 생각에 자동차의 크기 아닌가 싶어요. 북미 소비자들은 중형차를 선호하는 경향이 있어요.,I think it's because of the size of the car. North American consumers tend to prefer midsize vehicles.
그런 상황이라면 다양한 마케팅 전략을 시도해보는 것이 좋을 것 같군요.,"In that case, we need to try out various marketing strategies."
혹시 해밍턴씨가 목요일에 있을 영업회의 시간에 맞춰 휴가에서 돌아올지 알고 계세요?,Do you know if Hammington will be back from her vacation in time for the sales meeting on Thursday? 
"네, 회의를 금요일이나 다음주 초로 연기해요.","Yes, let's postpone the meeting to Friday or the beginning of next week."
좋습니다. 본론으로 들어가죠.,Okay. Let's get to the point now.
새 소프트웨어 프로그램 기능을 향상하기 위한 마케팅 전략 발표는 훌륭했습니다.,The presentation for the marketing strategy to boost the program functions of the new software was great.
투자자 회의가 7월에 있는데 기본 개요를 검토해야 할 것 같군요.,There is an investor meeting in July so we need to examine the basic outline.
발표 준비를 열심히 하겠습니다.,I will work hard on preparing for the presentation.
팀에서 어떤 방향을 취할지 결정하는 데 어려움을 겪었습니다.,We had a hard time deciding which direction our team will take.
시장조사를 담당할 고문을 고용하는 것이 어때요?,How about hiring a consultant to be in charge of the market research?
"네, 우리 웹사이트가 너무 복잡하고 기능들이 너무 많다고 하는군요.","Yes, there were opinions that our website is very complicated and has too many functions."
올해 자동차 업계는 어떤 예측이 가능한가요? ,What predictions can we make for the auto industry this year? 
그렇다면 올해에도 외국 회사들이 좋은 실적을 올리겠네요. ,Then we can expect that foreign companies will make good results again this year.
그 중에서 어느 국가의 회사가 실적이 제일 좋습니까? ,Which country's companies had the best performance? 
그중에 혹시 평균 실적이 감소한 국가도 있나요? ,Are there any countries where average performance has declined? 
국내 업계의 실적은 어떻게 예측하시는지 궁금합니다. ,How do you predict the performance of the domestic industries? 
